word,emoji,word_vn_upcase,word_vn,emoji_no_punc
:person_shrugging_medium_skin_tone:,🤷🏽,người màu da thường nhún vai,người màu da thường nhún vai,person shrugging medium skin tone
:person_standing:,🧍,người đứng,người đứng,person standing
:person_standing_dark_skin_tone:,🧍🏿,người màu da sẫm đứng,người màu da sẫm đứng,person standing dark skin tone
:person_standing_light_skin_tone:,🧍🏻,người màu da sáng đứng,người màu da sáng đứng,person standing light skin tone
:person_standing_medium-dark_skin_tone:,🧍🏾,người màu da sẫm vừa đứng,người màu da sẫm vừa đứng,person standing medium-dark skin tone
:person_standing_medium-light_skin_tone:,🧍🏼,người màu da sáng vừa đứng,người màu da sáng vừa đứng,person standing medium-light skin tone
:person_standing_medium_skin_tone:,🧍🏽,người màu da thường đứng,người màu da thường đứng,person standing medium skin tone
:person_surfing:,🏄,người lướt sóng,người lướt sóng,person surfing
:person_surfing_dark_skin_tone:,🏄🏿,người màu da sẫm lướt sóng,người màu da sẫm lướt sóng,person surfing dark skin tone
:person_surfing_light_skin_tone:,🏄🏻,người màu da sáng lướt sóng,người màu da sáng lướt sóng,person surfing light skin tone
:person_surfing_medium-dark_skin_tone:,🏄🏾,người màu da sẫm vừa lướt sóng,người màu da sẫm vừa lướt sóng,person surfing medium-dark skin tone
:person_surfing_medium-light_skin_tone:,🏄🏼,người màu da sáng vừa lướt sóng,người màu da sáng vừa lướt sóng,person surfing medium-light skin tone
:person_surfing_medium_skin_tone:,🏄🏽,người màu da thường lướt sóng,người màu da thường lướt sóng,person surfing medium skin tone
:person_swimming:,🏊,người bơi,người bơi,person swimming
:person_swimming_dark_skin_tone:,🏊🏿,người màu da sẫm bơi,người màu da sẫm bơi,person swimming dark skin tone
:person_swimming_light_skin_tone:,🏊🏻,người màu da sáng bơi,người màu da sáng bơi,person swimming light skin tone
:person_swimming_medium-dark_skin_tone:,🏊🏾,người màu da sẫm vừa bơi,người màu da sẫm vừa bơi,person swimming medium-dark skin tone
:person_swimming_medium-light_skin_tone:,🏊🏼,người màu da sáng vừa bơi,người màu da sáng vừa bơi,person swimming medium-light skin tone
:person_swimming_medium_skin_tone:,🏊🏽,người màu da thường bơi,người màu da thường bơi,person swimming medium skin tone
:person_taking_bath:,🛀,người đi tắm,người đi tắm,person taking bath
:person_taking_bath_dark_skin_tone:,🛀🏿,người màu da sẫm đi tắm,người màu da sẫm đi tắm,person taking bath dark skin tone
:person_taking_bath_light_skin_tone:,🛀🏻,người màu da sáng đi tắm,người màu da sáng đi tắm,person taking bath light skin tone
:person_taking_bath_medium-dark_skin_tone:,🛀🏾,người màu da sẫm vừa đi tắm,người màu da sẫm vừa đi tắm,person taking bath medium-dark skin tone
:person_taking_bath_medium-light_skin_tone:,🛀🏼,người màu da sáng vừa đi tắm,người màu da sáng vừa đi tắm,person taking bath medium-light skin tone
:person_taking_bath_medium_skin_tone:,🛀🏽,người màu da thường đi tắm,người màu da thường đi tắm,person taking bath medium skin tone
:person_tipping_hand:,💁,người sấp bàn tay,người sấp bàn tay,person tipping hand
:person_tipping_hand_dark_skin_tone:,💁🏿,người màu da sẫm sấp bàn tay,người màu da sẫm sấp bàn tay,person tipping hand dark skin tone
:person_tipping_hand_light_skin_tone:,💁🏻,người màu da sáng sấp bàn tay,người màu da sáng sấp bàn tay,person tipping hand light skin tone
:person_tipping_hand_medium-dark_skin_tone:,💁🏾,người màu da sẫm vừa sấp bàn tay,người màu da sẫm vừa sấp bàn tay,person tipping hand medium-dark skin tone
:person_tipping_hand_medium-light_skin_tone:,💁🏼,người màu da sáng vừa sấp bàn tay,người màu da sáng vừa sấp bàn tay,person tipping hand medium-light skin tone
:person_tipping_hand_medium_skin_tone:,💁🏽,người màu da thường sấp bàn tay,người màu da thường sấp bàn tay,person tipping hand medium skin tone
:person_walking:,🚶,người đi bộ,người đi bộ,person walking
:person_walking_dark_skin_tone:,🚶🏿,người màu da sẫm đi bộ,người màu da sẫm đi bộ,person walking dark skin tone
:person_walking_light_skin_tone:,🚶🏻,người màu da sáng đi bộ,người màu da sáng đi bộ,person walking light skin tone
:person_walking_medium-dark_skin_tone:,🚶🏾,người màu da sẫm vừa đi bộ,người màu da sẫm vừa đi bộ,person walking medium-dark skin tone
:person_walking_medium-light_skin_tone:,🚶🏼,người màu da sáng vừa đi bộ,người màu da sáng vừa đi bộ,person walking medium-light skin tone
:person_walking_medium_skin_tone:,🚶🏽,người màu da thường đi bộ,người màu da thường đi bộ,person walking medium skin tone
:person_wearing_turban:,👳,người đội khăn xếp,người đội khăn xếp,person wearing turban
:person_wearing_turban_dark_skin_tone:,👳🏿,người màu da sẫm đội khăn xếp,người màu da sẫm đội khăn xếp,person wearing turban dark skin tone
:person_wearing_turban_light_skin_tone:,👳🏻,người màu da sáng đội khăn xếp,người màu da sáng đội khăn xếp,person wearing turban light skin tone
:person_wearing_turban_medium-dark_skin_tone:,👳🏾,người màu da sẫm vừa đội khăn xếp,người màu da sẫm vừa đội khăn xếp,person wearing turban medium-dark skin tone
:person_wearing_turban_medium-light_skin_tone:,👳🏼,người màu da sáng vừa đội khăn xếp,người màu da sáng vừa đội khăn xếp,person wearing turban medium-light skin tone
:person_wearing_turban_medium_skin_tone:,👳🏽,người màu da thường đội khăn xếp,người màu da thường đội khăn xếp,person wearing turban medium skin tone
:person_white_hair:,🧑‍🦳,Người tóc trắng,người tóc trắng,person white hair
:person_with_skullcap:,👲,người đội mũ trung quốc,người đội mũ trung quốc,person with skullcap
:person_with_skullcap_dark_skin_tone:,👲🏿,người màu da sẫm đội mũ trung quốc,người màu da sẫm đội mũ trung quốc,person with skullcap dark skin tone
:person_with_skullcap_light_skin_tone:,👲🏻,người màu da sáng đội mũ trung quốc,người màu da sáng đội mũ trung quốc,person with skullcap light skin tone
:person_with_skullcap_medium-dark_skin_tone:,👲🏾,người màu da sẫm vừa đội mũ trung quốc,người màu da sẫm vừa đội mũ trung quốc,person with skullcap medium-dark skin tone
:person_with_skullcap_medium-light_skin_tone:,👲🏼,người màu da sáng vừa đội mũ trung quốc,người màu da sáng vừa đội mũ trung quốc,person with skullcap medium-light skin tone
:person_with_skullcap_medium_skin_tone:,👲🏽,người màu da thường đội mũ trung quốc,người màu da thường đội mũ trung quốc,person with skullcap medium skin tone
:person_with_veil:,👰,người với tấm màn che,người với tấm màn che,person with veil
:person_with_veil_dark_skin_tone:,👰🏿,người màu da sẫm với tấm màn che,người màu da sẫm với tấm màn che,person with veil dark skin tone
:person_with_veil_light_skin_tone:,👰🏻,người màu da sáng với tấm màn che,người màu da sáng với tấm màn che,person with veil light skin tone
:person_with_veil_medium-dark_skin_tone:,👰🏾,người màu da sẫm vừa với tấm màn che,người màu da sẫm vừa với tấm màn che,person with veil medium-dark skin tone
:person_with_veil_medium-light_skin_tone:,👰🏼,người màu da sáng vừa với tấm màn che,người màu da sáng vừa với tấm màn che,person with veil medium-light skin tone
:person_with_veil_medium_skin_tone:,👰🏽,người màu da thường với tấm màn che,người màu da thường với tấm màn che,person with veil medium skin tone
:person_with_white_cane:,🧑‍🦯,người với cây ba toong trắng,người với cây ba toong trắng,person with white cane
:person_with_white_cane_dark_skin_tone:,🧑🏿‍🦯,người màu da sẫm với cây ba toong trắng,người màu da sẫm với cây ba toong trắng,person with white cane dark skin tone
:person_with_white_cane_light_skin_tone:,🧑🏻‍🦯,người màu da sáng với cây ba toong trắng,người màu da sáng với cây ba toong trắng,person with white cane light skin tone
:person_with_white_cane_medium-dark_skin_tone:,🧑🏾‍🦯,người màu da sẫm vừa với cây ba toong trắng,người màu da sẫm vừa với cây ba toong trắng,person with white cane medium-dark skin tone
:person_with_white_cane_medium-light_skin_tone:,🧑🏼‍🦯,người màu da sáng vừa với cây ba toong trắng,người màu da sáng vừa với cây ba toong trắng,person with white cane medium-light skin tone
:person_with_white_cane_medium_skin_tone:,🧑🏽‍🦯,người màu da thường với cây ba toong trắng,người màu da thường với cây ba toong trắng,person with white cane medium skin tone
:petri_dish:,🧫,đĩa petri,đĩa petri,petri dish
:pick:,⛏,cuốc,cuốc,pick
:pickup_truck:,🛻,xe bán tải,xe bán tải,pickup truck
:pie:,🥧,bánh,bánh,pie
:pig:,🐖,con lợn,con lợn,pig
:pig_face:,🐷,mặt lợn,mặt lợn,pig face
:pig_nose:,🐽,mũi lợn,mũi lợn,pig nose
:pile_of_poo:,💩,đống phân,đống phân,pile of poo
:pill:,💊,Viên thuốc,viên thuốc,pill
:pilot:,🧑‍✈️,phi công,phi công,pilot
:pilot_dark_skin_tone:,🧑🏿‍✈️,phi công màu da sẫm,phi công màu da sẫm,pilot dark skin tone
:pilot_light_skin_tone:,🧑🏻‍✈️,phi công màu da sáng,phi công màu da sáng,pilot light skin tone
:pilot_medium-dark_skin_tone:,🧑🏾‍✈️,phi công màu da sẫm vừa,phi công màu da sẫm vừa,pilot medium-dark skin tone
:pilot_medium-light_skin_tone:,🧑🏼‍✈️,phi công màu da sáng vừa,phi công màu da sáng vừa,pilot medium-light skin tone
:pilot_medium_skin_tone:,🧑🏽‍✈️,phi công màu da thường,phi công màu da thường,pilot medium skin tone
:pinched_fingers:,🤌,ngón tay khum lại,ngón tay khum lại,pinched fingers
:pinched_fingers_dark_skin_tone:,🤌🏿,ngón tay khum lại màu da sẫm,ngón tay khum lại màu da sẫm,pinched fingers dark skin tone
:pinched_fingers_light_skin_tone:,🤌🏻,ngón tay khum lại màu da sáng,ngón tay khum lại màu da sáng,pinched fingers light skin tone
:pinched_fingers_medium-dark_skin_tone:,🤌🏾,ngón tay khum lại màu da sẫm vừa,ngón tay khum lại màu da sẫm vừa,pinched fingers medium-dark skin tone
:pinched_fingers_medium-light_skin_tone:,🤌🏼,ngón tay khum lại màu da sáng vừa,ngón tay khum lại màu da sáng vừa,pinched fingers medium-light skin tone
:pinched_fingers_medium_skin_tone:,🤌🏽,ngón tay khum lại màu da thường,ngón tay khum lại màu da thường,pinched fingers medium skin tone
:pinching_hand:,🤏,ngón tay đang khum lại,ngón tay đang khum lại,pinching hand
:pinching_hand_dark_skin_tone:,🤏🏿,ngón tay đang khum lại màu da sẫm,ngón tay đang khum lại màu da sẫm,pinching hand dark skin tone
:pinching_hand_light_skin_tone:,🤏🏻,ngón tay đang khum lại màu da sáng,ngón tay đang khum lại màu da sáng,pinching hand light skin tone
:pinching_hand_medium-dark_skin_tone:,🤏🏾,ngón tay đang khum lại màu da sẫm vừa,ngón tay đang khum lại màu da sẫm vừa,pinching hand medium-dark skin tone
:pinching_hand_medium-light_skin_tone:,🤏🏼,ngón tay đang khum lại màu da sáng vừa,ngón tay đang khum lại màu da sáng vừa,pinching hand medium-light skin tone
